,Location,2020,2021,2022,Income_per_Capita
1637,"Flathead, MT",55522.0,61389.0,63096.0,60002.333333333336
1638,"Gallatin, MT",64278.0,75990.0,80909.0,73725.66666666667
1639,"Garfield, MT",41756.0,33883.0,43776.0,39805.0
1640,"Glacier, MT",41027.0,40962.0,44512.0,42167.0
1641,"Golden Valley, MT",55626.0,51303.0,56055.0,54328.0
1642,"Granite, MT",51203.0,55859.0,56476.0,54512.666666666664
1643,"Hill, MT",49141.0,50097.0,54495.0,51244.333333333336
1644,"Jefferson, MT",54262.0,58739.0,60333.0,57778.0
1645,"Judith Basin, MT",52433.0,45304.0,53576.0,50437.666666666664
1646,"Lake, MT",43419.0,46617.0,47554.0,45863.333333333336
1647,"Lewis and Clark, MT",53728.0,58278.0,59484.0,57163.333333333336
1648,"Liberty, MT",60901.0,54887.0,73510.0,63099.333333333336
1649,"Lincoln, MT",41848.0,44670.0,44876.0,43798.0
1650,"McCone, MT",44296.0,48025.0,52988.0,48436.333333333336
1651,"Madison, MT",64233.0,66830.0,72380.0,67814.33333333333
1652,"Meagher, MT",47986.0,45957.0,49399.0,47780.666666666664
1653,"Mineral, MT",43855.0,45474.0,46543.0,45290.666666666664
1654,"Missoula, MT",57586.0,61813.0,63790.0,61063.0
1655,"Musselshell, MT",47410.0,48624.0,49454.0,48496.0
1656,"Park, MT",53475.0,59297.0,63173.0,58648.333333333336
1657,"Petroleum, MT",37382.0,26529.0,34027.0,32646.0
1658,"Phillips, MT",42234.0,42371.0,44965.0,43190.0
1659,"Pondera, MT",55991.0,53094.0,60715.0,56600.0
1660,"Powder River, MT",40552.0,37015.0,40797.0,39454.666666666664
1661,"Powell, MT",50279.0,48000.0,50197.0,49492.0
1662,"Prairie, MT",50445.0,48134.0,52839.0,50472.666666666664
1663,"Ravalli, MT",52517.0,57933.0,60302.0,56917.333333333336
1664,"Richland, MT",58700.0,61094.0,64385.0,61393.0
1665,"Roosevelt, MT",39507.0,41762.0,43738.0,41669.0
1666,"Rosebud, MT",51262.0,52971.0,52824.0,52352.333333333336
1667,"Sanders, MT",40714.0,44417.0,44425.0,43185.333333333336
1668,"Sheridan, MT",53329.0,52319.0,52985.0,52877.666666666664
1669,"Silver Bow, MT",49834.0,54695.0,56562.0,53697.0
1670,"Stillwater, MT",62117.0,65637.0,68196.0,65316.666666666664
1671,"Sweet Grass, MT",53559.0,56172.0,59382.0,56371.0
1672,"Teton, MT",52619.0,51937.0,60197.0,54917.666666666664
1673,"Toole, MT",55337.0,50773.0,59651.0,55253.666666666664
1674,"Treasure, MT",54839.0,44079.0,51553.0,50157.0
1675,"Valley, MT",49789.0,56153.0,59582.0,55174.666666666664
1676,"Wheatland, MT",44347.0,43032.0,46650.0,44676.333333333336
1677,"Wibaux, MT",44334.0,45971.0,46540.0,45615.0
1678,"Yellowstone, MT",55689.0,61444.0,63518.0,60217.0
1679,"Adams, NE",52791.0,59143.0,59957.0,57297.0
1680,"Antelope, NE",69293.0,76135.0,68854.0,71427.33333333333
1681,"Arthur, NE",53465.0,52002.0,44552.0,50006.333333333336
1682,"Banner, NE",64167.0,65537.0,61055.0,63586.333333333336
1683,"Blaine, NE",70770.0,58297.0,54658.0,61241.666666666664
1684,"Boone, NE",62646.0,75278.0,63171.0,67031.66666666667
1685,"Box Butte, NE",52327.0,56881.0,55279.0,54829.0
1686,"Boyd, NE",63420.0,77058.0,78548.0,73008.66666666667
1687,"Brown, NE",63885.0,66787.0,63694.0,64788.666666666664
1688,"Buffalo, NE",61104.0,63090.0,64345.0,62846.333333333336
1689,"Burt, NE",50012.0,58751.0,54582.0,54448.333333333336
1690,"Butler, NE",52429.0,61699.0,60089.0,58072.333333333336
1691,"Cass, NE",57664.0,63038.0,64423.0,61708.333333333336
1692,"Cedar, NE",56280.0,68427.0,62600.0,62435.666666666664
1693,"Chase, NE",68280.0,74217.0,72629.0,71708.66666666667
1694,"Cherry, NE",53775.0,57482.0,53966.0,55074.333333333336
1695,"Cheyenne, NE",49093.0,49965.0,50654.0,49904.0
1696,"Clay, NE",57219.0,67098.0,59478.0,61265.0
1697,"Colfax, NE",49334.0,57045.0,55867.0,54082.0
1698,"Cuming, NE",71571.0,77890.0,75151.0,74870.66666666667
1699,"Custer, NE",55842.0,61861.0,58535.0,58746.0
1700,"Dakota, NE",42448.0,49692.0,52218.0,48119.333333333336
1701,"Dawes, NE",44577.0,48428.0,45952.0,46319.0
1702,"Dawson, NE",48274.0,52255.0,52737.0,51088.666666666664
1703,"Deuel, NE",44973.0,46581.0,46682.0,46078.666666666664
1704,"Dixon, NE",49975.0,57392.0,55069.0,54145.333333333336
1705,"Dodge, NE",50938.0,56967.0,59352.0,55752.333333333336
1706,"Douglas, NE",63908.0,69494.0,73848.0,69083.33333333333
1707,"Dundy, NE",84840.0,90133.0,88332.0,87768.33333333333
1708,"Fillmore, NE",60975.0,70246.0,66187.0,65802.66666666667
1709,"Franklin, NE",60193.0,65997.0,60677.0,62289.0
1710,"Frontier, NE",46967.0,57034.0,53520.0,52507.0
1711,"Furnas, NE",53174.0,62426.0,59793.0,58464.333333333336
1712,"Gage, NE",51048.0,60506.0,63862.0,58472.0
1713,"Garden, NE",50699.0,54767.0,51563.0,52343.0
1714,"Garfield, NE",51147.0,51279.0,48806.0,50410.666666666664
1715,"Gosper, NE",58003.0,68870.0,65828.0,64233.666666666664
1716,"Grant, NE",53831.0,54695.0,48679.0,52401.666666666664
1717,"Greeley, NE",58822.0,69429.0,62337.0,63529.333333333336
1718,"Hall, NE",46608.0,53097.0,54001.0,51235.333333333336
1719,"Hamilton, NE",60059.0,67986.0,66564.0,64869.666666666664
1720,"Harlan, NE",61150.0,66766.0,63131.0,63682.333333333336
1721,"Hayes, NE",85559.0,90000.0,76360.0,83973.0
1722,"Hitchcock, NE",48668.0,60120.0,58682.0,55823.333333333336
1723,"Holt, NE",58823.0,68581.0,63189.0,63531.0
1724,"Hooker, NE",46681.0,44294.0,43520.0,44831.666666666664
1725,"Howard, NE",51656.0,57793.0,56410.0,55286.333333333336
1726,"Jefferson, NE",50684.0,58782.0,57442.0,55636.0
1727,"Johnson, NE",38302.0,44011.0,42926.0,41746.333333333336
1728,"Kearney, NE",61068.0,72466.0,68461.0,67331.66666666667
1729,"Keith, NE",49873.0,54034.0,53846.0,52584.333333333336
1730,"Keya Paha, NE",66673.0,59846.0,58537.0,61685.333333333336
1731,"Kimball, NE",51338.0,53129.0,55137.0,53201.333333333336
1732,"Knox, NE",52394.0,58946.0,58711.0,56683.666666666664
1733,"Lancaster, NE",53413.0,59148.0,60354.0,57638.333333333336
1734,"Lincoln, NE",52995.0,61767.0,64765.0,59842.333333333336
1735,"Logan, NE",54793.0,55168.0,52787.0,54249.333333333336
1736,"Loup, NE",61589.0,65232.0,63277.0,63366.0
1737,"McPherson, NE",67559.0,59652.0,55976.0,61062.333333333336
1738,"Madison, NE",53199.0,60940.0,62467.0,58868.666666666664
1739,"Merrick, NE",52443.0,57699.0,55273.0,55138.333333333336
1740,"Morrill, NE",64596.0,69598.0,69476.0,67890.0
1741,"Nance, NE",44010.0,54811.0,47674.0,48831.666666666664
1742,"Nemaha, NE",49886.0,58656.0,55302.0,54614.666666666664
1743,"Nuckolls, NE",57562.0,69251.0,63433.0,63415.333333333336
1744,"Otoe, NE",55792.0,59324.0,57918.0,57678.0
1745,"Pawnee, NE",51603.0,60006.0,55877.0,55828.666666666664
1746,"Perkins, NE",73168.0,90733.0,86085.0,83328.66666666667
1747,"Phelps, NE",59467.0,66650.0,62347.0,62821.333333333336
1748,"Pierce, NE",58704.0,74110.0,85508.0,72774.0
1749,"Platte, NE",50871.0,57063.0,56218.0,54717.333333333336
1750,"Polk, NE",56116.0,68331.0,65211.0,63219.333333333336
1751,"Red Willow, NE",50400.0,55324.0,56193.0,53972.333333333336
1752,"Richardson, NE",53467.0,61220.0,58536.0,57741.0
1753,"Rock, NE",74960.0,78263.0,71711.0,74978.0
1754,"Saline, NE",46463.0,53826.0,51895.0,50728.0
1755,"Sarpy, NE",54913.0,59912.0,62030.0,58951.666666666664
1756,"Saunders, NE",57608.0,64918.0,65145.0,62557.0
1757,"Scotts Bluff, NE",49372.0,52336.0,53341.0,51683.0
1758,"Seward, NE",54055.0,59935.0,59292.0,57760.666666666664
1759,"Sheridan, NE",55990.0,63546.0,70167.0,63234.333333333336
1760,"Sherman, NE",49798.0,60558.0,56306.0,55554.0
1761,"Sioux, NE",66775.0,71425.0,65775.0,67991.66666666667
1762,"Stanton, NE",52888.0,60387.0,58387.0,57220.666666666664
1763,"Thayer, NE",58689.0,69458.0,66329.0,64825.333333333336
1764,"Thomas, NE",60627.0,60478.0,66131.0,62412.0
1765,"Thurston, NE",48520.0,57308.0,56714.0,54180.666666666664
1766,"Valley, NE",59236.0,63629.0,60603.0,61156.0
1767,"Washington, NE",60651.0,67469.0,69798.0,65972.66666666667
1768,"Wayne, NE",46207.0,52428.0,51794.0,50143.0
1769,"Webster, NE",55079.0,58623.0,56696.0,56799.333333333336
1770,"Wheeler, NE",70785.0,67539.0,56550.0,64958.0
1771,"York, NE",53543.0,61031.0,60623.0,58399.0
1772,"Churchill, NV",49956.0,55338.0,54206.0,53166.666666666664
1773,"Clark, NV",52562.0,58388.0,59150.0,56700.0
1774,"Douglas, NV",85351.0,95082.0,100296.0,93576.33333333333
1775,"Elko, NV",50285.0,53482.0,54046.0,52604.333333333336
1776,"Esmeralda, NV",47951.0,64078.0,60376.0,57468.333333333336
1777,"Eureka, NV",48559.0,48166.0,49631.0,48785.333333333336
1778,"Humboldt, NV",50786.0,54126.0,54432.0,53114.666666666664
1779,"Lander, NV",68478.0,73534.0,73550.0,71854.0
1780,"Lincoln, NV",48952.0,51286.0,48569.0,49602.333333333336
1781,"Lyon, NV",43975.0,46646.0,46735.0,45785.333333333336
1782,"Mineral, NV",47126.0,48400.0,47500.0,47675.333333333336
1783,"Nye, NV",40145.0,42898.0,43052.0,42031.666666666664
1784,"Pershing, NV",36863.0,41568.0,39865.0,39432.0
1785,"Storey, NV",68007.0,77324.0,78007.0,74446.0
1786,"Washoe, NV",65110.0,75348.0,78078.0,72845.33333333333
1787,"White Pine, NV",53517.0,58546.0,57323.0,56462.0
1788,"Carson City (Independent City), NV",54776.0,59579.0,61026.0,58460.333333333336
1789,"Belknap, NH",68625.0,71217.0,73072.0,70971.33333333333
1790,"Carroll, NH",66049.0,70166.0,71081.0,69098.66666666667
1791,"Cheshire, NH",57496.0,65196.0,62369.0,61687.0
1792,"Coos, NH",49251.0,52797.0,52438.0,51495.333333333336
1793,"Grafton, NH",69092.0,74404.0,75236.0,72910.66666666667
1794,"Hillsborough, NH",66256.0,69833.0,71761.0,69283.33333333333
1795,"Merrimack, NH",64297.0,67185.0,68713.0,66731.66666666667
1796,"Rockingham, NH",81679.0,87347.0,90689.0,86571.66666666667
1797,"Strafford, NH",57102.0,60558.0,62234.0,59964.666666666664
1798,"Sullivan, NH",59146.0,63657.0,63965.0,62256.0
1799,"Atlantic, NJ",53533.0,57351.0,55918.0,55600.666666666664
1800,"Bergen, NJ",88461.0,94654.0,97138.0,93417.66666666667
1801,"Burlington, NJ",65369.0,69619.0,70448.0,68478.66666666667
1802,"Camden, NJ",56814.0,61023.0,60489.0,59442.0
1803,"Cape May, NJ",68836.0,73458.0,71590.0,71294.66666666667
1804,"Cumberland, NJ",44000.0,48073.0,46791.0,46288.0
1805,"Essex, NJ",67857.0,74873.0,75934.0,72888.0
1806,"Gloucester, NJ",58451.0,62338.0,62405.0,61064.666666666664
1807,"Hudson, NJ",64653.0,72709.0,72730.0,70030.66666666667
1808,"Hunterdon, NJ",93251.0,98146.0,102044.0,97813.66666666667
1809,"Mercer, NJ",72811.0,77984.0,79354.0,76716.33333333333
1810,"Middlesex, NJ",64841.0,69931.0,70951.0,68574.33333333333
1811,"Monmouth, NJ",86588.0,91247.0,94381.0,90738.66666666667
1812,"Morris, NJ",100797.0,107660.0,111597.0,106684.66666666667
1813,"Ocean, NJ",56954.0,59386.0,59332.0,58557.333333333336
1814,"Passaic, NJ",53539.0,57951.0,57067.0,56185.666666666664
1815,"Salem, NJ",51979.0,55067.0,54250.0,53765.333333333336
1816,"Somerset, NJ",103317.0,106848.0,110753.0,106972.66666666667
1817,"Sussex, NJ",67079.0,70291.0,71671.0,69680.33333333333
1818,"Union, NJ",70682.0,75285.0,76616.0,74194.33333333333
1819,"Warren, NJ",59268.0,61960.0,62921.0,61383.0
1820,"Bernalillo, NM",50063.0,54551.0,55543.0,53385.666666666664
1821,"Catron, NM",37613.0,38929.0,39459.0,38667.0
1822,"Chaves, NM",43088.0,46647.0,47792.0,45842.333333333336
1823,"Cibola, NM*",32047.0,33845.0,34184.0,33358.666666666664
1824,"Colfax, NM",44595.0,49012.0,50285.0,47964.0
1825,"Curry, NM",48363.0,51328.0,53676.0,51122.333333333336
1826,"De Baca, NM",53849.0,54008.0,56051.0,54636.0
1827,"Doña Ana, NM",40871.0,45649.0,45361.0,43960.333333333336
1828,"Eddy, NM",59037.0,64865.0,67457.0,63786.333333333336
1829,"Grant, NM",44057.0,48772.0,51917.0,48248.666666666664
1830,"Guadalupe, NM",38025.0,43708.0,42757.0,41496.666666666664
1831,"Harding, NM",43803.0,44223.0,46185.0,44737.0
1832,"Hidalgo, NM",47083.0,50254.0,53110.0,50149.0
1833,"Lea, NM",45549.0,47708.0,52825.0,48694.0
1834,"Lincoln, NM",46078.0,49885.0,50253.0,48738.666666666664
1835,"Los Alamos, NM",76281.0,82828.0,86598.0,81902.33333333333
1836,"Luna, NM",35778.0,38804.0,37413.0,37331.666666666664
1837,"McKinley, NM",31984.0,35211.0,34910.0,34035.0
1838,"Mora, NM",48929.0,50333.0,51788.0,50350.0
1839,"Otero, NM",38876.0,41977.0,41853.0,40902.0
1840,"Quay, NM",40793.0,44473.0,47211.0,44159.0
1841,"Rio Arriba, NM",39018.0,42707.0,43400.0,41708.333333333336
1842,"Roosevelt, NM",43897.0,46503.0,49631.0,46677.0
1843,"Sandoval, NM",47801.0,51906.0,53144.0,50950.333333333336
1844,"San Juan, NM",39050.0,43031.0,43489.0,41856.666666666664
1845,"San Miguel, NM",40795.0,44445.0,45444.0,43561.333333333336
1846,"Santa Fe, NM",63104.0,72940.0,74751.0,70265.0
1847,"Sierra, NM",44956.0,48941.0,48636.0,47511.0
1848,"Socorro, NM",39083.0,42672.0,43237.0,41664.0
1849,"Taos, NM",41204.0,46351.0,46783.0,44779.333333333336
1850,"Torrance, NM",39416.0,42304.0,43215.0,41645.0
1851,"Union, NM",40425.0,42022.0,43268.0,41905.0
1852,"Valencia, NM*",39662.0,43379.0,43977.0,42339.333333333336
1853,"Albany, NY",68825.0,73409.0,73125.0,71786.33333333333
1854,"Allegany, NY",41777.0,42166.0,41297.0,41746.666666666664
1855,"Bronx, NY",41240.0,44020.0,40691.0,41983.666666666664
1856,"Broome, NY",47398.0,50152.0,48826.0,48792.0
1857,"Cattaraugus, NY",44580.0,46428.0,45575.0,45527.666666666664
1858,"Cayuga, NY",49227.0,51789.0,51714.0,50910.0
1859,"Chautauqua, NY",44634.0,47436.0,46279.0,46116.333333333336
1860,"Chemung, NY",49058.0,51797.0,51630.0,50828.333333333336
1861,"Chenango, NY",47274.0,49953.0,49288.0,48838.333333333336
1862,"Clinton, NY",48550.0,50930.0,51133.0,50204.333333333336
1863,"Columbia, NY",64301.0,68369.0,69187.0,67285.66666666667
1864,"Cortland, NY",46223.0,48307.0,47648.0,47392.666666666664
1865,"Delaware, NY",44929.0,47173.0,45900.0,46000.666666666664
1866,"Dutchess, NY",63835.0,67260.0,68474.0,66523.0
1867,"Erie, NY",55097.0,57900.0,57450.0,56815.666666666664
1868,"Essex, NY",51196.0,54768.0,53558.0,53174.0
1869,"Franklin, NY",45263.0,49293.0,49239.0,47931.666666666664
1870,"Fulton, NY",47903.0,50683.0,50202.0,49596.0
1871,"Genesee, NY",48133.0,50043.0,49259.0,49145.0
1872,"Greene, NY",53506.0,56454.0,56271.0,55410.333333333336
1873,"Hamilton, NY",53926.0,55925.0,54185.0,54678.666666666664
1874,"Herkimer, NY",47905.0,50839.0,49344.0,49362.666666666664
1875,"Jefferson, NY",50260.0,52354.0,51749.0,51454.333333333336
1876,"Kings, NY",55031.0,62001.0,60153.0,59061.666666666664
1877,"Lewis, NY",51199.0,53785.0,53952.0,52978.666666666664
1878,"Livingston, NY",49329.0,50433.0,50267.0,50009.666666666664
1879,"Madison, NY",52001.0,55903.0,55924.0,54609.333333333336
1880,"Monroe, NY",57124.0,59883.0,59354.0,58787.0
1881,"Montgomery, NY",45579.0,47853.0,46909.0,46780.333333333336
1882,"Nassau, NY",91828.0,97155.0,99864.0,96282.33333333333
1883,"New York, NY",162457.0,193617.0,186848.0,180974.0
1884,"Niagara, NY",50213.0,52103.0,51747.0,51354.333333333336
1885,"Oneida, NY",49571.0,52571.0,51637.0,51259.666666666664
1886,"Onondaga, NY",57781.0,60952.0,60414.0,59715.666666666664
1887,"Ontario, NY",58637.0,61937.0,61885.0,60819.666666666664
1888,"Orange, NY",55350.0,57555.0,58136.0,57013.666666666664
1889,"Orleans, NY",44297.0,46544.0,45392.0,45411.0
1890,"Oswego, NY",45759.0,47944.0,47279.0,46994.0
1891,"Otsego, NY",50514.0,51035.0,49618.0,50389.0
1892,"Putnam, NY",75547.0,78363.0,80309.0,78073.0
1893,"Queens, NY",51882.0,56313.0,54261.0,54152.0
1894,"Rensselaer, NY",53673.0,56271.0,55976.0,55306.666666666664
1895,"Richmond, NY",59317.0,62959.0,62469.0,61581.666666666664
1896,"Rockland, NY",64228.0,67108.0,67860.0,66398.66666666667
1897,"St. Lawrence, NY",42651.0,45294.0,44328.0,44091.0
1898,"Saratoga, NY",69305.0,74404.0,74991.0,72900.0
1899,"Schenectady, NY",53155.0,57088.0,57198.0,55813.666666666664
1900,"Schoharie, NY",48615.0,50187.0,49517.0,49439.666666666664
1901,"Schuyler, NY",47331.0,49639.0,48843.0,48604.333333333336
1902,"Seneca, NY",44205.0,46848.0,46607.0,45886.666666666664
1903,"Steuben, NY",51262.0,54359.0,54247.0,53289.333333333336
1904,"Suffolk, NY",78701.0,82301.0,84201.0,81734.33333333333
1905,"Sullivan, NY",50941.0,53931.0,54451.0,53107.666666666664
1906,"Tioga, NY",49889.0,51782.0,50825.0,50832.0
1907,"Tompkins, NY",50472.0,50527.0,51169.0,50722.666666666664
1908,"Ulster, NY",58285.0,61224.0,62270.0,60593.0
1909,"Warren, NY",58485.0,61193.0,60743.0,60140.333333333336
1910,"Washington, NY",45483.0,48371.0,47673.0,47175.666666666664
1911,"Wayne, NY",51420.0,54281.0,53837.0,53179.333333333336
1912,"Westchester, NY",111340.0,119841.0,124029.0,118403.33333333333
1913,"Wyoming, NY",45902.0,50025.0,50254.0,48727.0
1914,"Yates, NY",45843.0,49106.0,49358.0,48102.333333333336
1915,"Alamance, NC",44223.0,48218.0,48980.0,47140.333333333336
1916,"Alexander, NC",42020.0,46049.0,48035.0,45368.0
1917,"Alleghany, NC",41553.0,44417.0,44464.0,43478.0
1918,"Anson, NC",42032.0,47342.0,50187.0,46520.333333333336
1919,"Ashe, NC",40730.0,44051.0,44433.0,43071.333333333336
1920,"Avery, NC",40161.0,44675.0,45653.0,43496.333333333336
1921,"Beaufort, NC",49644.0,54638.0,54554.0,52945.333333333336
1922,"Bertie, NC",41403.0,48666.0,49409.0,46492.666666666664
1923,"Bladen, NC",43041.0,48614.0,48424.0,46693.0
1924,"Brunswick, NC",53840.0,57611.0,58281.0,56577.333333333336
1925,"Buncombe, NC",52847.0,58883.0,61560.0,57763.333333333336
1926,"Burke, NC",41095.0,44126.0,44631.0,43284.0
1927,"Cabarrus, NC",49313.0,52883.0,54754.0,52316.666666666664
1928,"Caldwell, NC",40096.0,44196.0,44761.0,43017.666666666664
1929,"Camden, NC",52318.0,55169.0,56906.0,54797.666666666664
1930,"Carteret, NC",57425.0,62138.0,63531.0,61031.333333333336
1931,"Caswell, NC",38126.0,41671.0,41155.0,40317.333333333336
1932,"Catawba, NC",48940.0,53670.0,55223.0,52611.0
1933,"Chatham, NC",70275.0,76790.0,79769.0,75611.33333333333
1934,"Cherokee, NC",36538.0,39646.0,40021.0,38735.0
1935,"Chowan, NC",45733.0,50638.0,51005.0,49125.333333333336
1936,"Clay, NC",40588.0,43764.0,43753.0,42701.666666666664
1937,"Cleveland, NC",40777.0,44548.0,45126.0,43483.666666666664
1938,"Columbus, NC",39746.0,44261.0,44109.0,42705.333333333336
1939,"Craven, NC",49475.0,53991.0,54327.0,52597.666666666664
1940,"Cumberland, NC",42554.0,46001.0,46024.0,44859.666666666664
1941,"Currituck, NC",52882.0,57334.0,59381.0,56532.333333333336
1942,"Dare, NC",64544.0,72122.0,76100.0,70922.0
1943,"Davidson, NC",43984.0,48005.0,48523.0,46837.333333333336
1944,"Davie, NC",53010.0,58880.0,60579.0,57489.666666666664
1945,"Duplin, NC",44157.0,52536.0,52760.0,49817.666666666664
1946,"Durham, NC",53973.0,57849.0,59070.0,56964.0
1947,"Edgecombe, NC",40426.0,44090.0,43507.0,42674.333333333336
1948,"Forsyth, NC",51667.0,56273.0,57781.0,55240.333333333336
1949,"Franklin, NC",41803.0,45785.0,46330.0,44639.333333333336
1950,"Gaston, NC",44808.0,48748.0,49674.0,47743.333333333336
